PurchaseID,FunctionID,LoanItemID,EmployeeID,,Concat
1,5,187,21,,"1,5,187,21"
2,5,17,22,,"2,5,17,22"
3,5,399,22,,"3,5,399,22"
4,5,23,23,,"4,5,23,23"
5,5,351,21,,"5,5,351,21"
6,5,81,21,,"6,5,81,21"
7,5,369,22,,"7,5,369,22"
8,5,314,21,,"8,5,314,21"
9,5,377,25,,"9,5,377,25"
10,5,380,21,,"10,5,380,21"
11,5,170,21,,"11,5,170,21"
12,5,365,24,,"12,5,365,24"
13,5,329,22,,"13,5,329,22"
14,5,467,25,,"14,5,467,25"
15,5,383,21,,"15,5,383,21"
16,5,417,25,,"16,5,417,25"
17,5,84,23,,"17,5,84,23"
18,5,258,22,,"18,5,258,22"
19,5,297,25,,"19,5,297,25"
20,5,87,25,,"20,5,87,25"
21,5,186,24,,"21,5,186,24"
22,5,380,25,,"22,5,380,25"
23,5,168,25,,"23,5,168,25"
24,5,441,25,,"24,5,441,25"
25,5,206,23,,"25,5,206,23"
26,5,440,25,,"26,5,440,25"
27,5,409,21,,"27,5,409,21"
28,5,162,21,,"28,5,162,21"
29,5,351,22,,"29,5,351,22"
30,5,426,23,,"30,5,426,23"
31,5,305,25,,"31,5,305,25"
32,5,281,23,,"32,5,281,23"
33,5,75,22,,"33,5,75,22"
34,5,78,23,,"34,5,78,23"
35,5,411,24,,"35,5,411,24"
36,5,129,25,,"36,5,129,25"
37,5,146,22,,"37,5,146,22"
38,5,186,23,,"38,5,186,23"
39,5,429,23,,"39,5,429,23"
40,5,167,25,,"40,5,167,25"
41,5,441,24,,"41,5,441,24"
42,5,461,23,,"42,5,461,23"
43,5,9,24,,"43,5,9,24"
44,5,23,21,,"44,5,23,21"
45,5,88,22,,"45,5,88,22"
46,5,469,24,,"46,5,469,24"
47,5,409,22,,"47,5,409,22"
48,5,211,23,,"48,5,211,23"
49,5,15,24,,"49,5,15,24"
50,5,280,23,,"50,5,280,23"
51,5,146,22,,"51,5,146,22"
52,5,146,22,,"52,5,146,22"
53,5,176,25,,"53,5,176,25"
54,5,349,23,,"54,5,349,23"
55,5,385,25,,"55,5,385,25"
56,5,144,25,,"56,5,144,25"
57,5,206,25,,"57,5,206,25"
58,5,311,23,,"58,5,311,23"
59,5,67,24,,"59,5,67,24"
60,5,194,25,,"60,5,194,25"
61,5,207,23,,"61,5,207,23"
62,5,305,24,,"62,5,305,24"
63,5,12,23,,"63,5,12,23"
64,5,99,23,,"64,5,99,23"
65,5,399,25,,"65,5,399,25"
66,5,15,25,,"66,5,15,25"
67,5,16,24,,"67,5,16,24"
68,5,325,21,,"68,5,325,21"
69,5,67,22,,"69,5,67,22"
70,5,12,22,,"70,5,12,22"
71,5,94,21,,"71,5,94,21"
72,5,277,22,,"72,5,277,22"
73,5,454,21,,"73,5,454,21"
